Gene names,organelle,source,name,RNA_tpm,protein_nM,Itzhak_annotation,Gingras_annotation_concordant,Gingras_annotation_NMF,Gingras_annotation_SAFE,Uniprot_curation,GO_cellular_compartment
MRPL16,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L16, mitochondrial",102.8486233,384.6922607,Mitochondrion,NA,mitochondrial matrix,-,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL17,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L17, mitochondrial",86.65206667,176.8938561,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL19,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L19, mitochondrial",88.58835367,227.1021983,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:10600119, ECO:0000269|PubMed:11543634, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]
MRPL2,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L2, mitochondrial",109.93156,153.6384233,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
MRPL20,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L20, mitochondrial",285.1896617,411.3481055,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
MRPL21,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L21, mitochondrial",142.2731697,421.3741685,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL22,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L22, mitochondrial",88.9051143,384.607601,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.",large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL24,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L24, mitochondrial",130.3927573,302.1052021,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL28,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L28, mitochondrial",171.663268,264.3830476,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.",cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
MRPL3,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L3, mitochondrial",204.2095037,226.9047708,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL30,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L30, mitochondrial",46.73599767,277.8847049,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL33,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L33, mitochondrial",151.7614223,357.0769001,,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL34,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L34, mitochondrial",114.059701,89.77252639,,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
MRPL36,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L36, mitochondrial",121.9410807,3.004137757,NA,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]
MRPL4,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L4, mitochondrial",146.971401,376.1259766,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL40,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L40, mitochondrial",78.56581667,407.1746436,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]
MRPL43,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L43, mitochondrial",97.34274733,218.0414169,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
MRPL44,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L44, mitochondrial",37.7196,380.7930304,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
MRPL46,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L46, mitochondrial",57.54768333,686.3450079,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",cell junction [GO:0030054]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
MRPL47,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L47, mitochondrial",46.403636,306.5490777,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL49,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L49, mitochondrial",74.26973,497.4764605,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
MRPL53,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L53, mitochondrial",100.2603333,636.263821,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL55,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L55, mitochondrial",204.1064316,200.2432022,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
MRPL9,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein L9, mitochondrial",155.0773913,410.2765942,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
MRPS12,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S12, mitochondrial",110.7909667,196.5663328,Mitochondrion,NA,NA,NA,Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial ribosome [GO:0005761]; mitochondrial small ribosomal subunit [GO:0005763]; ribosome [GO:0005840]
MRPS14,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S14, mitochondrial",59.99108067,561.6742634,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial ribosome [GO:0005761]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; small ribosomal subunit [GO:0015935]
MRPS15,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S15, mitochondrial",131.4342967,266.1865561,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
MRPS16,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S16, mitochondrial",116.7645733,278.7776948,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; small ribosomal subunit [GO:0015935]
MRPS17,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S17, mitochondrial",38.94991333,667.6970957,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]
MRPS18A,mitochondria,MitoCarta 3.0 score >20,"39S ribosomal protein S18a, mitochondrial",61.04712667,274.491732,Mitochondrion,NA,NA,NA,"Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
MRPS18C,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S18c, mitochondrial",90.994223,414.4646079,,NA,NA,NA,Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]
MRPS2,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S2, mitochondrial",124.6413343,277.7638209,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
MRPS21,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S21, mitochondrial",145.6612,494.9243992,Mitochondrion,NA,NA,NA,Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]
MRPS23,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S23, mitochondrial",137.042408,691.7433712,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; ribosome [GO:0005840]
MRPS26,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S26, mitochondrial",169.9893333,343.9077886,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
MRPS27,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S27, mitochondrial",81.198415,457.064515,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Cytoplasm {ECO:0000269|PubMed:28714366}. Mitochondrion {ECO:0000269|PubMed:22841715, ECO:0000269|PubMed:25838379}.",cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]
MRPS28,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S28, mitochondrial",70.873091,440.0435527,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
MRPS34,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S34, mitochondrial",287.8799333,707.243318,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:11279123}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
MRPS35,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S35, mitochondrial",55.77363733,764.6578891,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]
MRPS5,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S5, mitochondrial",85.566326,203.911396,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
MRPS7,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S7, mitochondrial",169.2924533,763.3366013,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; ribosome [GO:0005840]
MRPS9,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S9, mitochondrial",69.17212567,582.0654848,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:25838379}.,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; small ribosomal subunit [GO:0015935]
MRRF,mitochondria,MitoCarta 3.0 score >20,"Ribosome-recycling factor, mitochondrial",54.301993,341.8927844,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000250}.,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
